,text,scores,boxes,centroid,source
664,pemancingan abah o,0.9360615611076355,"[[910.0, 672.0], [1064.0, 672.0], [1064.0, 696.0], [910.0, 696.0]]",POINT (987 684),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
665,o toko nay,0.972084641456604,"[[169.0, 737.0], [259.0, 744.0], [257.0, 766.0], [167.0, 759.0]]",POINT (213 751.5),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
666,imah dinas,0.9173682928085327,"[[434.0, 763.0], [504.0, 763.0], [504.0, 783.0], [434.0, 783.0]]",POINT (469 773),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
667,ragem,0.997513473033905,"[[180.0, 789.0], [218.0, 789.0], [218.0, 803.0], [180.0, 803.0]]",POINT (199 796),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
668,transportasi umum ),0.978680431842804,"[[996.0, 28.0], [1172.0, 28.0], [1172.0, 48.0], [996.0, 48.0]]",POINT (1084 38),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?"
669,kripik pisang (lantak),0.945046067237854,"[[676.0, 70.0], [812.0, 70.0], [812.0, 84.0], [676.0, 84.0]]",POINT (744 77),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?"
670,shelter g.a.g,0.9653536081314087,"[[860.0, 269.0], [946.0, 269.0], [946.0, 283.0], [860.0, 283.0]]",POINT (903 276),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?"
671,ly farm acme,0.9808329343795776,"[[444.0, 377.0], [560.0, 377.0], [560.0, 397.0], [444.0, 397.0]]",POINT (502 387),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?"
672,) kampung usar,0.9742103815078735,"[[722.0, 389.0], [824.0, 389.0], [824.0, 409.0], [722.0, 409.0]]",POINT (773 399),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?"
673,o studio live arafa hijab,0.9811685681343079,"[[672.0, 426.0], [844.0, 429.0], [844.0, 451.0], [672.0, 448.0]]",POINT (758 438.5),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?"
674,o kontrakan olip,0.9792687892913818,"[[622.0, 584.0], [742.0, 586.0], [742.0, 608.0], [622.0, 606.0]]",POINT (682 596),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?"
675,o peorm prana,0.5807132720947266,"[[1430.0, 740.0], [1546.0, 740.0], [1546.0, 775.0], [1430.0, 775.0]]",POINT (1488 757.5),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?"
676,l,0.8550369143486023,"[[1876.0, 859.0], [1886.0, 849.0], [1894.0, 857.0], [1884.0, 867.0]]",POINT (1885 858),"https://www.google.com/maps/@-6.9106547,106.9384583,20z?"
677,kos cimanggah,0.9718546867370605,"[[719.0, 131.0], [850.0, 136.0], [849.0, 164.0], [718.0, 159.0]]",POINT (784 147.5),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
678,o mang,0.921973466873169,"[[890.0, 124.0], [956.0, 124.0], [956.0, 146.0], [890.0, 146.0]]",POINT (923 135),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
679,jamil barbershop,0.9882447123527527,"[[962.0, 126.0], [1068.0, 126.0], [1068.0, 146.0], [962.0, 146.0]]",POINT (1015 136),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
680,19 sukabum,0.9940963983535767,"[[728.0, 150.0], [815.0, 145.0], [816.0, 167.0], [729.0, 172.0]]",POINT (772 158.5),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
681,cvworld o,0.9369336366653442,"[[481.0, 195.0], [571.0, 202.0], [569.0, 224.0], [479.0, 217.0]]",POINT (525 209.5),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
682,manakarra g,0.9531159996986389,"[[426.0, 215.0], [508.0, 215.0], [508.0, 229.0], [426.0, 229.0]]",POINT (467 222),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
683,o sd negeri cimanggah 2,0.9318480491638184,"[[954.0, 249.0], [1132.0, 249.0], [1132.0, 269.0], [954.0, 269.0]]",POINT (1043 259),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
684,o rumah pak buto,0.9652584791183472,"[[190.0, 291.0], [324.0, 291.0], [324.0, 313.0], [190.0, 313.0]]",POINT (257 302),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
685,mstone o,0.9080321788787842,"[[72.0, 309.0], [149.0, 305.0], [150.0, 326.0], [73.0, 331.0]]",POINT (110.70240963855422 317.7684738955823),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
686,boy coffe o,0.877881646156311,"[[260.0, 333.0], [354.0, 333.0], [354.0, 355.0], [260.0, 355.0]]",POINT (307 344),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
687,rumah irvan,0.9819496273994446,"[[238.0, 389.0], [345.0, 384.0], [346.0, 406.0], [239.0, 411.0]]",POINT (292 397.5),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
688,measidatkami,0.5394898653030396,"[[450.0, 439.0], [592.0, 439.0], [592.0, 488.0], [450.0, 488.0]]",POINT (521 463.5),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
689,sansan farm,0.9728702306747437,"[[552.0, 861.0], [634.0, 861.0], [634.0, 875.0], [552.0, 875.0]]",POINT (593 868),"https://www.google.com/maps/@-6.909463,106.9384583,20z?"
690,o kedai suka suka,0.9285606145858765,"[[736.0, 106.0], [870.0, 106.0], [870.0, 128.0], [736.0, 128.0]]",POINT (803 117),"https://www.google.com/maps/@-6.9082714,106.9384583,20z?"
691,mommy kiki shop,0.970632791519165,"[[522.0, 148.0], [668.0, 148.0], [668.0, 169.0], [522.0, 169.0]]",POINT (595 158.5),"https://www.google.com/maps/@-6.9082714,106.9384583,20z?"
692,kosan pak iman,0.9677574634552002,"[[1104.0, 171.0], [1248.0, 171.0], [1248.0, 191.0], [1104.0, 191.0]]",POINT (1176 181),"https://www.google.com/maps/@-6.9082714,106.9384583,20z?"
693,pemacingan lele,0.986522376537323,"[[494.0, 365.0], [604.0, 365.0], [604.0, 385.0], [494.0, 385.0]]",POINT (549 375),"https://www.google.com/maps/@-6.9082714,106.9384583,20z?"
694,pemancingan gaya 3,0.9932368397712708,"[[782.0, 441.0], [946.0, 441.0], [946.0, 466.0], [782.0, 466.0]]",POINT (864 453.5),"https://www.google.com/maps/@-6.9082714,106.9384583,20z?"
695,gadjah dimsum,0.9894410371780396,"[[1112.0, 477.0], [1213.0, 472.0], [1214.0, 494.0], [1113.0, 499.0]]",POINT (1163 485.5),"https://www.google.com/maps/@-6.9082714,106.9384583,20z?"
696,mabes kabayan,0.998070478439331,"[[626.0, 594.0], [740.0, 594.0], [740.0, 614.0], [626.0, 614.0]]",POINT (683 604),"https://www.google.com/maps/@-6.9082714,106.9384583,20z?"
697,o.,0.5531441569328308,"[[1870.0, 759.0], [1890.0, 749.0], [1900.0, 769.0], [1880.0, 779.0]]",POINT (1885 764),"https://www.google.com/maps/@-6.9082714,106.9384583,20z?"
698,wisma kenanga,0.9727746248245239,"[[74.0, 123.0], [178.0, 128.0], [178.0, 142.0], [74.0, 137.0]]",POINT (126 132.5),"https://www.google.com/maps/@-6.9070798,106.9384583,20z?"
699,mama rei muslim o,0.9088284969329834,"[[303.0, 177.0], [463.0, 186.0], [461.0, 212.0], [301.0, 203.0]]",POINT (382 194.5),"https://www.google.com/maps/@-6.9070798,106.9384583,20z?"
700,collection,0.9944064021110535,"[[345.0, 195.0], [430.0, 200.0], [429.0, 222.0], [344.0, 217.0]]",POINT (387 208.5),"https://www.google.com/maps/@-6.9070798,106.9384583,20z?"
701,a ii,0.854328989982605,"[[72.0, 225.0], [104.0, 225.0], [104.0, 249.0], [72.0, 249.0]]",POINT (88 237),"https://www.google.com/maps/@-6.9070798,106.9384583,20z?"
702,mus,0.9940364956855774,"[[860.0, 219.0], [876.0, 219.0], [876.0, 255.0], [860.0, 255.0]]",POINT (868 237),"https://www.google.com/maps/@-6.9070798,106.9384583,20z?"
703,reddos ylus nen.,0.6604835987091064,"[[115.0, 235.0], [276.0, 239.0], [275.0, 275.0], [114.0, 271.0]]",POINT (195 255),"https://www.google.com/maps/@-6.9070798,106.9384583,20z?"
704,roti bunut o,0.9913656115531921,"[[500.0, 454.0], [596.0, 454.0], [596.0, 476.0], [500.0, 476.0]]",POINT (548 465),"https://www.google.com/maps/@-6.9070798,106.9384583,20z?"
705,warung emak tuti,0.9785159230232239,"[[720.0, 502.0], [836.0, 502.0], [836.0, 522.0], [720.0, 522.0]]",POINT (778 512),"https://www.google.com/maps/@-6.9070798,106.9384583,20z?"
706,een resto and coffee,0.9898085594177246,"[[74.0, 638.0], [204.0, 638.0], [204.0, 658.0], [74.0, 658.0]]",POINT (139 648),"https://www.google.com/maps/@-6.9070798,106.9384583,20z?"
707,frozen food,0.9240919351577759,"[[69.0, 84.0], [185.0, 77.0], [187.0, 105.0], [71.0, 112.0]]",POINT (128 94.5),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
708,kios pupuk agro,0.96952223777771,"[[316.0, 104.0], [430.0, 104.0], [430.0, 118.0], [316.0, 118.0]]",POINT (373 111),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
709,ani mandiri 2.,0.9883657693862915,"[[322.0, 114.0], [420.0, 114.0], [420.0, 134.0], [322.0, 134.0]]",POINT (371 124),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
710,oko pertania,0.9688768982887268,"[[318.0, 132.0], [382.0, 132.0], [382.0, 146.0], [318.0, 146.0]]",POINT (350 139),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
711,kedai o'el 47,0.9965305328369141,"[[94.0, 144.0], [180.0, 144.0], [180.0, 163.0], [94.0, 163.0]]",POINT (137 153.5),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
712,o angkringan tanpa batas,0.9599078297615051,"[[272.0, 151.0], [460.0, 154.0], [460.0, 182.0], [272.0, 179.0]]",POINT (366 166.5),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
713,g. karyawan,0.9971117377281189,"[[74.0, 229.0], [177.0, 255.0], [170.0, 283.0], [67.0, 257.0]]",POINT (122 256),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
714,& bakery,0.9259101152420044,"[[72.0, 297.0], [160.0, 297.0], [160.0, 325.0], [72.0, 325.0]]",POINT (116 311),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
715,wam ca oum,0.5428186058998108,"[[405.0, 396.0], [533.0, 401.0], [531.0, 443.0], [403.0, 438.0]]",POINT (468 419.5),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
716,hotel kenanga,0.9699297547340393,"[[227.0, 660.0], [348.0, 664.0], [347.0, 686.0], [226.0, 681.0]]",POINT (287.46815042210284 672.7680992581223),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
717,carl,0.9914147853851318,"[[1886.0, 710.0], [1916.0, 710.0], [1916.0, 730.0], [1886.0, 730.0]]",POINT (1901 720),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
718,warung ibu uun,0.9953868985176086,"[[362.0, 724.0], [488.0, 724.0], [488.0, 744.0], [362.0, 744.0]]",POINT (425 734),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
719,? warung bu leni,0.9279030561447144,"[[700.0, 747.0], [822.0, 752.0], [822.0, 772.0], [700.0, 767.0]]",POINT (761 759.5),"https://www.google.com/maps/@-6.9058882,106.9384583,20z?"
720,rosiana o,0.9628692269325256,"[[278.0, 134.0], [360.0, 134.0], [360.0, 155.0], [278.0, 155.0]]",POINT (319 144.5),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
721,+ gg.permana,0.9716479778289795,"[[407.0, 156.0], [563.0, 178.0], [559.0, 206.0], [403.0, 184.0]]",POINT (483 181),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
722,warung abi / ibu ami,0.9714198112487793,"[[168.0, 211.0], [334.0, 209.0], [334.0, 231.0], [168.0, 233.0]]",POINT (251 221),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
723,berkah motor bm o,0.9573912620544434,"[[1208.0, 243.0], [1372.0, 243.0], [1372.0, 269.0], [1208.0, 269.0]]",POINT (1290 256),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
724,dias digital printing,0.9591079354286194,"[[172.0, 293.0], [300.0, 295.0], [300.0, 315.0], [172.0, 313.0]]",POINT (236 304),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
725,warung ayuy,0.9841079115867615,"[[1347.0, 311.0], [1474.0, 315.0], [1473.0, 337.0], [1346.0, 333.0]]",POINT (1410 324),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
726,haing,0.9952187538146973,"[[748.0, 381.0], [794.0, 381.0], [794.0, 397.0], [748.0, 397.0]]",POINT (771 389),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
727,o mts cisarua girang,0.9537595510482788,"[[1442.0, 387.0], [1590.0, 387.0], [1590.0, 409.0], [1442.0, 409.0]]",POINT (1516 398),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
728,warkop sari rasa,0.9968324303627014,"[[174.0, 434.0], [312.0, 437.0], [312.0, 459.0], [174.0, 456.0]]",POINT (243 446.5),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
729,o berkah mas,0.974449634552002,"[[365.0, 454.0], [488.0, 459.0], [487.0, 487.0], [364.0, 482.0]]",POINT (426 470.5),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
730,nud,0.976651132106781,"[[1794.0, 489.0], [1819.0, 496.0], [1816.0, 509.0], [1791.0, 503.0]]",POINT (1804.8562091503268 499.202614379085),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
731,isi mas pu!,0.9218464493751526,"[[194.0, 508.0], [268.0, 508.0], [268.0, 528.0], [194.0, 528.0]]",POINT (231 518),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
732,martabak telor dan manis,0.9955732226371765,"[[98.0, 536.0], [262.0, 540.0], [262.0, 560.0], [98.0, 556.0]]",POINT (180 548),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
733,+ gg. masjid,0.9473581910133362,"[[362.0, 530.0], [474.0, 530.0], [474.0, 552.0], [362.0, 552.0]]",POINT (418 541),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
734,kedai saraswati,0.9992281198501587,"[[1552.0, 540.0], [1660.0, 540.0], [1660.0, 560.0], [1552.0, 560.0]]",POINT (1606 550),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
735,aneka ras,0.9985637664794922,"[[1830.0, 536.0], [1894.0, 536.0], [1894.0, 550.0], [1830.0, 550.0]]",POINT (1862 543),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
736,baso yono,0.8512300252914429,"[[384.0, 584.0], [498.0, 584.0], [498.0, 620.0], [384.0, 620.0]]",POINT (441 602),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
737,as karunia,0.9526988863945007,"[[1049.0, 615.0], [1115.0, 622.0], [1113.0, 638.0], [1047.0, 631.0]]",POINT (1081 626.5),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
738,bensin eceran chikall,0.9785589575767517,"[[656.0, 718.0], [820.0, 718.0], [820.0, 744.0], [656.0, 744.0]]",POINT (738 731),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
739,aapuy grosir o,0.9855598211288452,"[[140.0, 777.0], [244.0, 777.0], [244.0, 799.0], [140.0, 799.0]]",POINT (192 788),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
740,o g-tech cellular 354,0.9537625312805176,"[[288.0, 779.0], [438.0, 784.0], [438.0, 810.0], [288.0, 805.0]]",POINT (363 794.5),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
741,junaedi,0.9976374506950378,"[[176.0, 824.0], [245.0, 834.0], [242.0, 858.0], [173.0, 848.0]]",POINT (209 841),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
742,toko sandra,0.9821706414222717,"[[317.0, 849.0], [428.0, 853.0], [427.0, 875.0], [316.0, 871.0]]",POINT (372 862),"https://www.google.com/maps/@-6.9046966,106.9384583,20z?"
